,Text,Lemma,POS,Tag,Dependency,Alphabetical,Stopword
42,audits,audits,NOUN,NN,compound,True,False
43,variance,variance,NOUN,NN,dobj,True,False
44,trend,trend,NOUN,NN,compound,True,False
45,analysis,analysis,NOUN,NN,compound,True,False
46,measurement,measurement,NOUN,NN,compound,True,False
47,reserve,reserve,NOUN,NN,compound,True,False
48,meetings,meeting,NOUN,NNS,nsubj,True,False
49,information,information,NOUN,NN,compound,True,False
50,change,change,NOUN,NN,compound,True,False
51,requests,request,NOUN,NNS,dobj,True,False
52,updates,update,VERB,VBZ,ccomp,True,False
53,documents,document,NOUN,NNS,nsubj,True,False
54,assets,asset,NOUN,NNS,compound,True,False
55,sp,sp,NOUN,NN,nmod,True,False
56,p,p,NOUN,NN,compound,True,False
57,perform,perform,VERB,VBP,ccomp,True,False
58,develop,develop,VERB,VB,xcomp,True,False
59,monitor,monitor,VERB,VB,relcl,True,False
60,enterprise,enterprise,NOUN,NN,dobj,True,False
61,flow,flow,NOUN,NN,dobj,True,False
62,copy,copy,NOUN,NN,nsubj,True,False
63,pmi,pmi,NOUN,NN,compound,True,False
64,member,member,NOUN,NN,compound,True,False
65,benefit,benefit,NOUN,NN,attr,True,False
66,distribution,distribution,NOUN,NN,compound,True,False
67,sale,sale,NOUN,NN,pobj,True,False
68,reproduction,reproduction,NOUN,NN,compound,True,False
69,included,include,VERB,VBN,relcl,True,False
70,executed,execute,VERB,VBN,ccomp,True,False
71,monitored,monitor,VERB,VBN,conj,True,False
72,changing,change,VERB,VBG,amod,True,False
73,applies,apply,VERB,VBZ,conj,True,False
74,require,require,VERB,VBP,relcl,True,False
75,use,use,NOUN,NN,dobj,True,False
76,generated,generate,VERB,VBN,acl,True,False
77,execution,execution,NOUN,NN,pobj,True,False
78,purposes,purpose,NOUN,NNS,dobj,True,False
79,are,be,VERB,VBP,conj,True,True
80,determine,determine,VERB,VB,xcomp,True,False
81,assumptions,assumption,NOUN,NNS,nsubj,True,False
82,shows,show,VERB,VBZ,conj,True,False
83,assessed,assess,VERB,VBN,amod,True,False
84,changed,change,VERB,VBN,ccomp,True,False
85,retired,retire,VERB,VBN,amod,True,False
86,policies,policy,NOUN,NNS,conj,True,False
87,procedures,procedure,NOUN,NNS,conj,True,False
88,followed,follow,VERB,VBN,conj,True,False
89,contingency,contingency,NOUN,NN,compound,True,False
90,reserves,reserve,NOUN,NNS,nsubj,True,False
91,cost,cost,NOUN,NN,pobj,True,False
92,schedule,schedule,NOUN,NN,conj,True,False
93,be,be,VERB,VB,conj,True,True
94,alignment,alignment,NOUN,NN,pobj,True,False
95,assessment,assessment,NOUN,NN,compound,True,False
96,involve,involve,VERB,VB,ccomp,True,False
97,choosing,choose,VERB,VBG,xcomp,True,False
98,strategies,strategy,NOUN,NNS,dobj,True,False
99,executing,execute,VERB,VBG,acl,True,False
100,fallback,fallback,NOUN,NN,conj,True,False
101,taking,take,VERB,VBG,acl,True,False
102,action,action,NOUN,NN,dobj,True,False
103,modifying,modify,VERB,VBG,conj,True,False
104,owner,owner,NOUN,NN,nsubj,True,False
105,manager,manager,NOUN,NN,pobj,True,False
106,effects,effect,NOUN,NNS,dobj,True,False
107,correction,correction,NOUN,NN,conj,True,False
108,needed,need,VERB,VBN,acl,True,False
109,handle,handle,VERB,VB,xcomp,True,False
110,includes,include,VERB,VBZ,conj,True,False
111,updating,update,VERB,VBG,xcomp,True,False
112,including,include,VERB,VBG,prep,True,False
113,lessons,lesson,NOUN,NNS,pobj,True,False
114,learned,learn,VERB,VBD,conj,True,False
115,databases,database,NOUN,NNS,nsubj,True,False
116,templates,template,NOUN,NNS,conj,True,False
117,projects,project,NOUN,NNS,pobj,True,False
118,section,section,NOUN,NN,pobj,True,False
119,provides,provide,VERB,VBZ,ccomp,True,False
120,guidance,guidance,NOUN,NN,dobj,True,False
121,controlling,control,VERB,VBG,conj,True,False
122,has,have,VERB,VBZ,conj,True,True
123,include,include,VERB,VBP,relcl,True,False
124,owners,owner,NOUN,NNS,conj,True,False
125,agreed,agree,VERB,VBD,advcl,True,False
126,actions,action,NOUN,NNS,pobj,True,False
127,assessing,assess,VERB,VBG,pcomp,True,False
128,speci,speci,NOUN,NN,compound,True,False
129,c,c,NOUN,NN,compound,True,False
130,implementation,implementation,NOUN,NN,compound,True,False
131,symptoms,symptom,NOUN,NNS,dobj,True,False
132,warning,warn,VERB,VBG,conj,True,False
133,signs,sign,NOUN,NNS,dobj,True,False
134,watch,watch,NOUN,NN,compound,True,False
135,list,list,NOUN,NN,appos,True,False
136,priority,priority,NOUN,NN,compound,True,False
137,time,time,NOUN,NN,conj,True,False
138,licensed,license,VERB,VBN,acl,True,False
139,related,relate,VERB,VBN,acl,True,False
140,results,result,NOUN,NNS,pobj,True,False
141,impacted,impact,VERB,VBN,acl,True,False
142,limited,limit,VERB,VBN,conj,True,False
143,status,status,NOUN,NN,compound,True,False
144,progress,progress,NOUN,NN,pobj,True,False
145,costs,cost,NOUN,NNS,conj,True,False
146,incurred,incur,VERB,VBN,amod,True,False
147,take,take,VERB,VBP,conj,True,True
148,measurements,measurement,NOUN,NNS,pobj,True,False
149,analyze,analyze,VERB,VB,conj,True,False
150,provide,provide,VERB,VB,ccomp,True,False
151,earned,earn,VERB,VBD,conj,True,False
152,value,value,NOUN,NN,nmod,True,False
153,forecasting,forecasting,NOUN,NN,conj,True,False
154,points,point,NOUN,NNS,nsubj,True,False
155,cation,cation,NOUN,NN,pobj,True,False
156,closing,closing,NOUN,NN,conj,True,False
157,reassessments,reassessment,NOUN,NNS,attr,True,False
158,scheduled,schedule,VERB,VBN,conj,True,False
159,amount,amount,NOUN,NN,dobj,True,True
160,detail,detail,NOUN,NN,conj,True,False
161,repetition,repetition,NOUN,NN,pobj,True,False
162,depends,depend,VERB,VBZ,conj,True,False
163,progresses,progress,VERB,VBZ,pcomp,True,False
164,objectives,objective,NOUN,NNS,pobj,True,False
165,examine,examine,VERB,VBP,conj,True,False
166,document,document,VERB,VB,conj,True,False
167,dealing,deal,VERB,VBG,pcomp,True,False
168,root,root,NOUN,NN,compound,True,False
169,causes,cause,VERB,VBZ,conj,True,False
170,ensuring,ensure,VERB,VBG,pcomp,True,False
171,performed,perform,VERB,VBN,ccomp,True,False
172,frequency,frequency,NOUN,NN,pobj,True,False
173,review,review,NOUN,NN,compound,True,False
174,team,team,NOUN,NN,nsubj,True,False
175,choose,choose,VERB,VB,conj,True,False
176,hold,hold,VERB,VB,xcomp,True,False
177,audit,audit,NOUN,NN,compound,True,False
178,format,format,NOUN,NN,dobj,True,False
179,conducted,conduct,VERB,VBN,advcl,True,False
180,processes,process,NOUN,NNS,nsubj,True,False
181,employ,employ,VERB,VBP,conj,True,False
182,compare,compare,VERB,VB,xcomp,True,False
183,planned,plan,VERB,VBN,amod,True,False
184,trends,trend,NOUN,NNS,dobj,True,False
185,reviewed,review,VERB,VBN,conj,True,False
186,using,use,VERB,VBG,advcl,True,True
187,methods,method,NOUN,NNS,conj,True,False
188,used,use,VERB,VBN,conj,True,True
189,outcomes,outcome,NOUN,NNS,dobj,True,False
190,analyses,analysis,NOUN,NNS,pobj,True,False
191,forecast,forecast,VERB,VB,ccomp,True,False
192,deviation,deviation,NOUN,NN,dobj,True,False
193,completion,completion,NOUN,NN,pobj,True,False
194,targets,target,NOUN,NNS,compound,True,False
195,baseline,baseline,NOUN,NN,compound,True,False
196,indicate,indicate,VERB,VB,ROOT,True,False
197,impact,impact,NOUN,NN,dobj,True,False
198,threats,threat,NOUN,NNS,pobj,True,False
199,opportunities,opportunity,NOUN,NNS,conj,True,False
200,compares,compare,VERB,VBZ,ccomp,True,False
201,accomplishments,accomplishment,NOUN,NNS,dobj,True,False
202,achievement,achievement,NOUN,NN,pobj,True,False
203,requires,require,VERB,VBZ,ccomp,True,False
204,nition,nition,NOUN,NN,dobj,True,False
205,measures,measure,NOUN,NNS,pobj,True,False
206,weight,weight,NOUN,NN,compound,True,False
207,transaction,transaction,NOUN,NN,dobj,True,False
208,number,number,NOUN,NN,nsubj,True,False
209,delivered,deliver,VERB,VBN,amod,True,False
210,defects,defect,NOUN,NNS,compound,True,False
211,storage,storage,NOUN,NN,compound,True,False
212,capacity,capacity,NOUN,NN,pobj,True,False
213,demonstrating,demonstrate,VERB,VBG,pcomp,True,False
214,functionality,functionality,NOUN,NN,dobj,True,False
215,milestone,milestone,NOUN,NN,pobj,True,False
216,help,help,VERB,VB,conj,True,False
217,degree,degree,NOUN,NN,dobj,True,False
218,success,success,NOUN,NN,pobj,True,False
219,achieving,achieve,VERB,VBG,pcomp,True,False
220,scope,scope,NOUN,NN,compound,True,False
221,occur,occur,VERB,VB,ccomp,True,False
222,impacts,impact,NOUN,NNS,pobj,True,False
223,budget,budget,NOUN,NN,pobj,True,False
224,remaining,remain,VERB,VBG,acl,True,False
225,order,order,NOUN,NN,pobj,True,False
226,agenda,agenda,NOUN,NN,compound,True,False
227,item,item,NOUN,NN,attr,True,False
228,required,require,VERB,VBN,acl,True,False
229,vary,vary,VERB,VB,ccomp,True,False
230,depending,depend,VERB,VBG,prep,True,False
231,been,be,VERB,VBN,relcl,True,True
232,culty,culty,NOUN,NN,conj,True,False
233,practiced,practice,VERB,VBN,conj,True,False
234,becomes,become,VERB,VBZ,ccomp,True,True
235,discussions,discussion,NOUN,NNS,attr,True,False
236,make,make,VERB,VBP,conj,True,True
237,people,people,NOUN,NNS,nsubj,True,False
238,identify,identify,VERB,VB,ccomp,True,False
239,output,output,NOUN,NN,nsubj,True,False
240,mechanism,mechanism,NOUN,NN,dobj,True,False
241,communicate,communicate,VERB,VB,relcl,True,False
242,support,support,VERB,VB,conj,True,False
243,decision,decision,NOUN,NN,dobj,True,False
244,making,make,VERB,VBG,acl,True,False
245,request,request,NOUN,NN,compound,True,False
246,prepared,prepare,VERB,VBN,ccomp,True,False
247,submitted,submit,VERB,VBN,conj,True,False
248,integrated,integrate,VERB,VBN,amod,True,False
249,r,r,NOUN,NN,nmod,True,False
250,activities,activity,NOUN,NNS,attr,True,False
251,realign,realign,VERB,VBP,relcl,True,False
252,deal,deal,VERB,VB,xcomp,True,False
253,emerging,emerge,VERB,VBG,amod,True,False
254,ed,ed,NOUN,NN,npadvmod,True,False
255,accepted,accept,VERB,VBD,conj,True,False
256,ensure,ensure,VERB,VBP,relcl,True,False
257,aligned,align,VERB,VBN,ccomp,True,False
258,approved,approve,VERB,VBN,amod,True,False
259,have,have,VERB,VBP,ROOT,True,True
260,effect,effect,NOUN,NN,dobj,True,False
261,corresponding,correspond,VERB,VBG,amod,True,False
262,component,component,NOUN,NN,compound,True,False
263,revised,revise,VERB,VBN,conj,True,False
264,reissued,reissue,VERB,VBN,conj,True,False
265,re,re,VERB,VB,xcomp,True,True
266,ect,ect,VERB,VB,dobj,True,False
267,changes,change,NOUN,NNS,dobj,True,False
268,elements,element,NOUN,NNS,nsubj,True,False
269,updated,update,VERB,VBN,relcl,True,False
270,result,result,NOUN,NN,pobj,True,False
271,o,o,NOUN,NN,compound,True,False
272,utcomes,utcome,NOUN,NNS,dobj,True,False
273,periodic,periodic,VERB,VB,amod,True,False
274,reviews,review,NOUN,NNS,conj,True,False
275,probability,probability,NOUN,NN,xcomp,True,False
276,ownership,ownership,NOUN,NN,dobj,True,False
277,releasing,release,VERB,VBG,advcl,True,False
278,managers,manager,NOUN,NNS,nsubj,True,False
279,organizations,organization,NOUN,NNS,pobj,True,False
280,produce,produce,VERB,VBP,ccomp,True,False
281,captured,capture,VERB,VBN,conj,True,False
282,matrix,matrix,NOUN,NN,conj,True,False
283,breakdown,breakdown,NOUN,NN,compound,True,False
284,structure,structure,NOUN,NN,dobj,True,False
285,closure,closure,VERB,VBP,conj,True,False
286,versions,version,NOUN,NNS,dobj,True,False
287,checklists,checklist,NOUN,NNS,conj,True,False
