,Text,Lemma,POS,Tag,Dependency,Alphabetical,Stopword
42,enterprise,enterprise,NOUN,NN,nmod,True,False
43,factors,factor,NOUN,NNS,dative,True,False
44,assets,asset,NOUN,NNS,dobj,True,False
45,expert,expert,NOUN,NN,compound,True,False
46,judgment,judgment,NOUN,NN,compound,True,False
47,meetings,meeting,NOUN,NNS,compound,True,False
48,o,o,NOUN,NN,nmod,True,False
49,r,r,NOUN,NN,compound,True,False
50,develop,develop,VERB,VB,ccomp,True,False
51,perform,perform,VERB,VB,conj,True,False
52,analysis,analysis,NOUN,NN,dobj,True,False
53,flow,flow,NOUN,NN,dobj,True,False
54,copy,copy,NOUN,NN,nsubj,True,False
55,pmi,pmi,NOUN,NN,compound,True,False
56,member,member,NOUN,NN,compound,True,False
57,benefit,benefit,NOUN,NN,attr,True,False
58,distribution,distribution,NOUN,NN,compound,True,False
59,sale,sale,NOUN,NN,pobj,True,False
60,reproduction,reproduction,NOUN,NN,compound,True,False
61,planning,planning,NOUN,NN,conj,True,False
62,enhances,enhance,VERB,VBZ,conj,True,False
63,probability,probability,NOUN,NN,dobj,True,False
64,success,success,NOUN,NN,pobj,True,False
65,processes,process,NOUN,NNS,compound,True,False
66,provide,provide,VERB,VB,xcomp,True,False
67,suf,suf,NOUN,NN,compound,True,False
68,cient,cient,NOUN,NN,compound,True,False
69,resources,resource,NOUN,NNS,dobj,True,False
70,time,time,NOUN,NN,conj,True,False
71,establish,establish,VERB,VB,conj,True,False
72,agreed,agree,VERB,VBN,dobj,True,False
73,basis,basis,NOUN,NN,pobj,True,False
74,evaluating,evaluate,VERB,VBG,pcomp,True,False
75,begin,begin,VERB,VB,conj,True,False
76,conceived,conceive,VERB,VBN,advcl,True,False
77,completed,complete,VERB,VBN,conj,True,False
78,planin,planin,NOUN,NN,compound,True,False
79,approved,approve,VERB,VBN,amod,True,False
80,subsidiary,subsidiary,NOUN,NN,compound,True,False
81,plans,plan,NOUN,NNS,dobj,True,False
82,baselines,baseline,NOUN,NNS,conj,True,False
83,taken,take,VERB,VBN,conj,True,False
84,consideration,consideration,NOUN,NN,pobj,True,False
85,order,order,NOUN,NN,pobj,True,False
86,make,make,VERB,VB,acl,True,True
87,component,component,NOUN,NN,attr,True,False
88,provides,provide,VERB,VBZ,ccomp,True,False
89,baseline,baseline,NOUN,NN,amod,True,False
90,state,state,NOUN,NN,dobj,True,False
91,affected,affect,VERB,VBN,amod,True,False
92,areas,area,NOUN,NNS,dobj,True,False
93,including,include,VERB,VBG,prep,True,False
94,scope,scope,NOUN,NN,compound,True,False
95,schedule,schedule,NOUN,NN,nmod,True,False
96,cost,cost,NOUN,NN,conj,True,False
97,section,section,NOUN,NN,pobj,True,False
98,level,level,NOUN,NN,compound,True,False
99,descriptions,description,NOUN,NNS,conj,True,False
100,requirements,requirement,NOUN,NNS,compound,True,False
101,contains,contain,VERB,VBZ,relcl,True,False
102,details,detail,NOUN,NNS,dobj,True,False
103,related,relate,VERB,VBN,acl,True,False
104,overview,overview,NOUN,NN,dobj,True,False
105,roles,role,NOUN,NNS,pobj,True,False
106,described,describe,VERB,VBN,acl,True,False
107,uence,uence,VERB,VB,pobj,True,False
108,include,include,VERB,VBP,relcl,True,False
109,limited,limit,VERB,VBN,advcl,True,False
110,attitudes,attitude,NOUN,NNS,compound,True,False
111,thresholds,threshold,NOUN,NNS,pobj,True,False
112,tolerances,tolerance,NOUN,NNS,conj,True,False
113,describe,describe,VERB,VBP,relcl,True,False
114,withstand,withstand,VERB,VB,acl,True,False
115,licensed,license,VERB,VBN,xcomp,True,False
116,categories,category,NOUN,NNS,pobj,True,False
117,nitions,nition,NOUN,NNS,appos,True,False
118,concepts,concept,NOUN,NNS,pobj,True,False
119,terms,term,VERB,VBZ,conj,True,False
120,statement,statement,NOUN,NN,compound,True,False
121,formats,format,NOUN,NNS,conj,True,False
122,templates,template,NOUN,NNS,compound,True,False
123,responsibilities,responsibility,NOUN,NNS,compound,True,False
124,authority,authority,NOUN,NN,compound,True,False
125,levels,level,NOUN,NNS,conj,True,False
126,decision,decision,NOUN,NN,compound,True,False
127,making,making,NOUN,NN,pobj,True,False
128,lessons,lesson,NOUN,NNS,conj,True,False
129,learned,learn,VERB,VBD,advcl,True,False
130,used,use,VERB,VBN,ccomp,True,True
131,understand,understand,VERB,VB,xcomp,True,False
132,context,context,NOUN,NN,dobj,True,False
133,combination,combination,NOUN,NN,attr,True,False
134,exposure,exposure,NOUN,NN,conj,True,False
135,given,give,VERB,VBN,amod,True,False
136,based,base,VERB,VBN,acl,True,False
137,example,example,NOUN,NN,pobj,True,False
138,grade,grade,NOUN,NN,pobj,True,False
139,qualify,qualify,VERB,VB,conj,True,False
140,appetite,appetite,NOUN,NN,dobj,True,False
141,tolerance,tolerance,NOUN,NN,conj,True,False
142,use,use,NOUN,NN,pobj,True,False
143,scoring,scoring,NOUN,NN,compound,True,False
144,sheets,sheet,NOUN,NNS,pobj,True,False
145,assessment,assessment,NOUN,NN,dobj,True,False
146,depending,depend,VERB,VBG,prep,True,False
147,assessments,assessment,NOUN,NNS,pobj,True,False
148,team,team,NOUN,NN,nsubj,True,False
149,allocate,allocate,VERB,VB,conj,True,False
150,focus,focus,VERB,VB,conj,True,False
151,establishment,establishment,NOUN,NN,dobj,True,False
152,expertise,expertise,NOUN,NN,conj,True,False
153,considered,consider,VERB,VBN,conj,True,False
154,groups,group,NOUN,NNS,pobj,True,False
155,individuals,individual,NOUN,NNS,conj,True,False
156,training,training,NOUN,NN,pobj,True,False
157,area,area,NOUN,NN,pobj,True,False
158,managers,manager,NOUN,NNS,pobj,True,False
159,worked,work,VERB,VBN,relcl,True,False
160,projects,project,NOUN,NNS,pobj,True,False
161,matter,matter,NOUN,NN,compound,True,False
162,experts,expert,NOUN,NNS,appos,True,False
163,business,business,NOUN,NN,nmod,True,False
164,industry,industry,NOUN,NN,compound,True,False
165,consultants,consultant,NOUN,NNS,conj,True,False
166,associations,association,NOUN,NNS,conj,True,False
167,teams,team,NOUN,NNS,nsubj,True,False
168,hold,hold,VERB,VBP,ccomp,True,False
169,attendees,attendee,NOUN,NNS,dobj,True,False
170,manager,manager,NOUN,NN,nsubj,True,False
171,selected,select,VERB,VBD,ccomp,True,False
172,members,member,NOUN,NNS,dobj,True,False
173,responsibility,responsibility,NOUN,NN,pobj,True,False
174,manage,manage,VERB,VB,acl,True,False
175,execution,execution,NOUN,NN,conj,True,False
176,others,other,NOUN,NNS,conj,True,True
177,needed,need,VERB,VBN,amod,True,False
178,conducting,conduct,VERB,VBG,pcomp,True,False
179,are,be,VERB,VBP,conj,True,True
180,elements,element,NOUN,NNS,pobj,True,False
181,developed,develop,VERB,VBN,conj,True,False
182,inclusion,inclusion,NOUN,NN,pobj,True,False
183,budget,budget,NOUN,NN,pobj,True,False
184,contingency,contingency,NOUN,NN,compound,True,False
185,reserve,reserve,NOUN,NN,compound,True,False
186,application,application,NOUN,NN,compound,True,False
187,approaches,approach,NOUN,NNS,conj,True,False
188,established,establish,VERB,VBN,conj,True,False
189,reviewed,review,VERB,VBN,conj,True,False
190,assigned,assign,VERB,VBN,conj,True,False
191,impact,impact,NOUN,NN,pobj,True,False
192,objectives,objective,NOUN,NNS,pobj,True,False
193,matrix,matrix,NOUN,NN,conj,True,False
194,tailored,tailor,VERB,VBN,conj,True,False
195,speci,speci,NOUN,NN,compound,True,False
196,c,c,NOUN,NN,compound,True,False
197,steps,step,NOUN,NNS,pobj,True,False
198,exist,exist,VERB,VB,advcl,True,False
199,generated,generate,VERB,VBN,ccomp,True,False
200,summarized,summarize,VERB,VBN,conj,True,False
201,planthe,planthe,NOUN,NN,det,True,False
202,describes,describe,VERB,VBZ,conj,True,False
203,structured,structure,VERB,VBN,ccomp,True,False
204,includes,include,VERB,VBZ,conj,True,False
205,following,follow,VERB,VBG,amod,True,False
206,methodology,methodology,NOUN,NN,compound,True,False
207,sources,source,NOUN,NNS,conj,True,False
208,oles,ole,NOUN,NNS,pobj,True,False
209,lead,lead,NOUN,NN,compound,True,False
210,activity,activity,NOUN,NN,pobj,True,False
211,budgeting,budgeting,NOUN,NN,compound,True,False
212,estimates,estimate,NOUN,NNS,compound,True,False
213,funds,fund,NOUN,NNS,attr,True,False
214,establishes,establish,VERB,VBZ,conj,True,False
215,protocols,protocol,NOUN,NNS,dobj,True,False
216,reserves,reserve,NOUN,NNS,pobj,True,False
217,timing,time,VERB,VBG,acl,True,False
218,means,means,NOUN,NN,dobj,True,False
219,grouping,group,VERB,VBG,pcomp,True,False
220,causes,cause,NOUN,NNS,dobj,True,False
221,structure,structure,NOUN,NN,oprd,True,False
222,category,category,NOUN,NN,nmod,True,False
223,breakdown,breakdown,NOUN,NN,compound,True,False
224,helps,help,VERB,VBZ,conj,True,False
225,look,look,VERB,VB,advcl,True,False
226,arise,arise,VERB,VB,relcl,True,False
227,identi,identi,NOUN,NN,compound,True,False
228,cation,cation,NOUN,NN,compound,True,False
229,exercise,exercise,NOUN,NN,pobj,True,False
230,structures,structure,NOUN,NNS,nsubj,True,False
231,be,be,VERB,VB,ccomp,True,True
232,types,type,NOUN,NNS,pobj,True,False
233,prepared,prepare,VERB,VBN,amod,True,False
234,custom,custom,NOUN,NN,compound,True,False
235,categorization,categorization,NOUN,NN,compound,True,False
236,framework,framework,NOUN,NN,dobj,True,False
237,take,take,VERB,VB,relcl,True,True
238,form,form,NOUN,NN,dobj,True,False
239,list,list,NOUN,NN,pobj,True,False
240,representation,representation,NOUN,NN,attr,True,False
241,according,accord,VERB,VBG,prep,True,False
242,shown,show,VERB,VBN,conj,True,False
243,beta,beta,NOUN,NN,amod,True,False
244,distributions,distribution,NOUN,NNS,nsubjpass,True,False
245,left,left,NOUN,NN,pobj,True,False
246,family,family,NOUN,NN,pobj,True,False
247,determined,determine,VERB,VBN,acl,True,False
248,shape,shape,NOUN,NN,compound,True,False
249,parameters,parameter,NOUN,NNS,pobj,True,False
250,uniform,uniform,NOUN,NN,dobj,True,False
251,charts,chart,NOUN,NNS,pobj,True,False
252,axes,axis,NOUN,NNS,nsubj,True,False
253,represent,represent,VERB,VBP,relcl,True,False
254,values,value,NOUN,NNS,dobj,True,False
255,likelihood,likelihood,NOUN,NN,dobj,True,False
256,d,d,NOUN,NN,compound,True,False
257,quality,quality,NOUN,NN,dobj,True,False
258,credibility,credibility,NOUN,NN,conj,True,False
259,requires,require,VERB,VBZ,conj,True,False
260,table,table,NOUN,NN,pobj,True,False
261,impacts,impact,NOUN,NNS,pobj,True,False
262,illustrates,illustrate,VERB,VBZ,conj,True,False
263,definition,definition,NOUN,NN,attr,True,False
264,scales,scale,NOUN,NNS,pobj,True,False
265,conditions,condition,NOUN,NNS,appos,True,False
266,presents,present,VERB,VBZ,advcl,True,False
267,examples,example,NOUN,NNS,dobj,True,False
268,opportunities,opportunity,NOUN,NNS,pobj,True,False
269,way,way,NOUN,NN,compound,True,False
270,degradation,degradation,NOUN,NN,dobj,True,False
271,increase,increase,NOUN,NN,appos,True,False
272,ofscope,ofscope,NOUN,NN,appos,True,False
273,applications,application,NOUN,NNS,nsubjpass,True,False
274,oe,oe,NOUN,NN,npadvmod,True,False
275,reduction,reduction,NOUN,NN,nsubj,True,False
276,end,end,NOUN,NN,compound,True,False
277,item,item,NOUN,NN,nsubj,True,False
278,grid,grid,NOUN,NN,attr,True,False
279,mapping,map,VERB,VBG,pcomp,True,False
280,occurrence,occurrence,NOUN,NN,pobj,True,False
281,occurs,occur,VERB,VBZ,advcl,True,False
282,prioritized,prioritize,VERB,VBN,ccomp,True,False
283,implications,implication,NOUN,NNS,pobj,True,False
284,having,have,VERB,VBG,pcomp,True,False
285,effect,effect,NOUN,NN,dobj,True,False
286,approach,approach,NOUN,NN,dobj,True,False
287,prioritizing,prioritize,VERB,VBG,pcomp,True,False
288,combinations,combination,NOUN,NNS,dobj,True,False
289,rated,rate,VERB,VBN,acl,True,False
290,filowfl,filowfl,NOUN,NN,compound,True,False
291,set,set,VERB,VBN,ROOT,True,False
292,evised,evise,VERB,VBN,amod,True,False
293,apply,apply,VERB,VBP,advcl,True,False
294,revised,revise,VERB,VBN,conj,True,False
295,reporting,report,VERB,VBG,acl,True,False
296,outcomes,outcome,NOUN,NNS,nsubjpass,True,False
297,documented,document,VERB,VBN,advcl,True,False
298,analyzed,analyze,VERB,VBN,advcl,True,False
299,communicated,communicate,VERB,VBD,conj,True,False
300,content,content,NOUN,NN,dobj,True,False
301,format,format,NOUN,NN,conj,True,False
302,reports,report,NOUN,NNS,conj,True,False
303,required,require,VERB,VBN,acl,True,False
304,tracking,tracking,NOUN,NN,compound,True,False
305,documents,document,NOUN,NNS,dobj,True,False
306,recorded,record,VERB,VBN,relcl,True,False
307,audited,audit,VERB,VBN,conj,True,False
