,Text,Lemma,POS,Tag,Dependency,Alphabetical,Stopword
91,brings,bring,VERB,VBZ,relcl,True,False
92,volunteers,volunteer,NOUN,NNS,dobj,True,False
93,seeks,seek,VERB,VBZ,conj,True,False
94,views,view,NOUN,NNS,dobj,True,False
95,persons,person,NOUN,NNS,pobj,True,False
96,have,have,VERB,VBP,relcl,True,True
97,interest,interest,NOUN,NN,dobj,True,False
98,topic,topic,NOUN,NN,pobj,True,False
99,covered,cover,VERB,VBN,acl,True,False
100,publication,publication,NOUN,NN,pobj,True,False
101,administers,administer,VERB,VBZ,advcl,True,False
102,establishes,establish,VERB,VBZ,conj,True,False
103,rules,rule,NOUN,NNS,dobj,True,False
104,promote,promote,VERB,VB,advcl,True,False
105,fairness,fairness,NOUN,NN,dobj,True,False
106,write,write,VERB,VB,conj,True,False
107,test,test,VERB,VB,conj,True,False
108,evaluate,evaluate,VERB,VB,dobj,True,False
109,verify,verify,VERB,VB,conj,True,False
110,accuracy,accuracy,NOUN,NN,dobj,True,False
111,completeness,completeness,NOUN,NN,conj,True,False
112,soundness,soundness,NOUN,NN,conj,True,False
113,judgments,judgment,NOUN,NNS,pobj,True,False
114,disclaims,disclaim,VERB,VBZ,conj,True,False
115,liability,liability,NOUN,NN,dobj,True,False
116,injury,injury,NOUN,NN,compound,True,False
117,property,property,NOUN,NN,pobj,True,False
118,damages,damage,NOUN,NNS,conj,True,False
119,nature,nature,NOUN,NN,pobj,True,False
120,resulting,result,VERB,VBG,advcl,True,False
121,use,use,NOUN,NN,pobj,True,False
122,application,application,NOUN,NN,pobj,True,False
123,reliance,reliance,NOUN,NN,conj,True,False
124,makes,make,VERB,VBZ,conj,True,False
125,guaranty,guaranty,NOUN,NN,dobj,True,False
126,warranty,warranty,NOUN,NN,conj,True,False
127,expressed,express,VERB,VBD,ccomp,True,False
128,implied,imply,VERB,VBN,conj,True,False
129,needs,need,VERB,VBZ,conj,True,False
130,undertake,undertake,VERB,VB,ROOT,True,False
131,guarantee,guarantee,VERB,VB,xcomp,True,False
132,performance,performance,NOUN,NN,dobj,True,False
133,manufacturer,manufacturer,NOUN,NN,pobj,True,False
134,seller,seller,NOUN,NN,poss,True,False
135,products,product,NOUN,NNS,conj,True,False
136,services,service,NOUN,NNS,conj,True,False
137,virtue,virtue,NOUN,NN,pobj,True,False
138,guide,guide,NOUN,NN,conj,True,False
139,publishing,publishing,NOUN,NN,pobj,True,False
140,making,make,VERB,VBG,conj,True,False
141,undertaking,undertake,VERB,VBG,ccomp,True,False
142,render,render,VERB,VB,xcomp,True,False
143,behalf,behalf,NOUN,NN,pobj,True,False
144,person,person,NOUN,NN,pobj,True,False
145,entity,entity,NOUN,NN,conj,True,False
146,perform,perform,VERB,VB,relcl,True,False
147,duty,duty,NOUN,NN,dobj,True,False
148,owed,owe,VERB,VBN,acl,True,False
149,using,use,VERB,VBG,acl,True,True
150,rely,rely,VERB,VB,ccomp,True,False
151,judgment,judgment,NOUN,NN,pobj,True,False
152,seek,seek,VERB,VB,conj,True,False
153,advice,advice,NOUN,NN,dobj,True,False
154,professional,professional,NOUN,NN,pobj,True,False
155,determining,determine,VERB,VBG,pcomp,True,False
156,exercise,exercise,NOUN,NN,dobj,True,False
157,care,care,NOUN,NN,pobj,True,False
158,given,give,VERB,VBN,amod,True,False
159,circumstances,circumstance,NOUN,NNS,compound,True,False
160,be,be,VERB,VB,ccomp,True,True
161,sources,source,NOUN,NNS,pobj,True,False
162,user,user,NOUN,NN,nsubj,True,False
163,wish,wish,VERB,VB,relcl,True,False
164,consult,consult,VERB,VB,xcomp,True,False
165,has,have,VERB,VBZ,conj,True,True
166,power,power,NOUN,NN,dobj,True,False
167,police,police,NOUN,NNS,pobj,True,False
168,enforce,enforce,VERB,VB,conj,True,False
169,compliance,compliance,NOUN,NN,dobj,True,False
170,contents,content,NOUN,NNS,pobj,True,False
171,certify,certify,VERB,VB,conj,True,False
172,inspect,inspect,VERB,VB,conj,True,False
173,designs,design,NOUN,NNS,dobj,True,False
174,installations,installation,NOUN,NNS,conj,True,False
175,safety,safety,NOUN,NN,pobj,True,False
176,health,health,NOUN,NN,compound,True,False
177,certi,certi,NOUN,NN,compound,True,False
178,cation,cation,NOUN,NN,nsubj,True,False
179,statement,statement,NOUN,NN,conj,True,False
180,related,relate,VERB,VBN,conj,True,False
181,responsibility,responsibility,NOUN,NN,attr,True,False
182,er,er,NOUN,NN,intj,True,False
183,maker,maker,NOUN,NN,conj,True,False
184,table,table,NOUN,NN,pobj,True,False
185,chapter,chapter,NOUN,NN,compound,True,False
186,introduction,introduction,NOUN,NN,compound,True,False
187,purpose,purpose,NOUN,NN,pobj,True,False
188,nition,nition,NOUN,NN,compound,True,False
189,role,role,NOUN,NN,pobj,True,False
190,success,success,NOUN,NN,compound,True,False
191,factors,factor,NOUN,NNS,pobj,True,False
192,conclusion,conclusion,NOUN,NN,compound,True,False
193,principles,principle,NOUN,NNS,pobj,True,False
194,concepts,concept,NOUN,NNS,compound,True,False
195,deth,deth,NOUN,NN,compound,True,False
196,risks,risk,NOUN,NNS,pobj,True,False
197,stakeholder,stakeholder,NOUN,NN,compound,True,False
198,attitudes,attitude,NOUN,NNS,compound,True,False
199,iterative,iterative,NOUN,NN,compound,True,False
200,communication,communication,NOUN,NN,compound,True,False
201,manageros,managero,NOUN,NNS,compound,True,False
202,processes,process,NOUN,NNS,compound,True,False
203,plan,plan,VERB,VBP,conj,True,False
204,objectives,objective,NOUN,NNS,conj,True,False
205,identify,identify,VERB,VB,conj,True,False
206,address,address,VERB,VB,conj,True,False
207,barriers,barrier,NOUN,NNS,dobj,True,False
208,involve,involve,VERB,VBP,ccomp,True,False
209,stakeholders,stakeholder,NOUN,NNS,dobj,True,False
210,policies,policy,NOUN,NNS,pobj,True,False
211,practices,practice,NOUN,NNS,compound,True,False
212,tools,tool,NOUN,NNS,conj,True,False
213,techniques,technique,NOUN,NNS,conj,True,False
214,planning,planning,NOUN,NN,compound,True,False
215,sessions,session,NOUN,NNS,compound,True,False
216,templates,template,NOUN,NNS,pobj,True,False
217,documenting,document,VERB,VBG,acl,True,False
218,results,result,NOUN,NNS,dobj,True,False
219,identith,identith,NOUN,NN,nmod,True,False
220,emergent,emergent,NOUN,NN,npadvmod,True,False
221,opportunities,opportunity,NOUN,NNS,pobj,True,False
222,perspectives,perspective,NOUN,NNS,compound,True,False
223,linked,link,VERB,VBN,acl,True,False
224,complete,complete,VERB,VBP,amod,True,False
225,ownership,ownership,NOUN,NN,dobj,True,False
226,level,level,NOUN,NN,conj,True,False
227,detail,detail,NOUN,NN,compound,True,False
228,objectivity,objectivity,NOUN,NN,compound,True,False
229,review,review,NOUN,NN,dobj,True,False
230,assessments,assessment,NOUN,NNS,compound,True,False
231,creativity,creativity,NOUN,NN,compound,True,False
232,analysis,analysis,NOUN,NN,compound,True,False
233,agreed,agree,VERB,VBN,conj,True,False
234,approach,approach,NOUN,NN,compound,True,False
235,nitions,nition,NOUN,NNS,pobj,True,False
236,terms,term,NOUN,NNS,pobj,True,False
237,collect,collect,VERB,VBP,xcomp,True,False
238,quality,quality,NOUN,NN,compound,True,False
239,select,select,VERB,VB,conj,True,False
240,characteristics,characteristic,NOUN,NNS,dobj,True,False
241,importance,importance,NOUN,NN,compound,True,False
242,analyze,analyze,VERB,VB,conj,True,False
243,data,datum,NOUN,NNS,nsubj,True,False
244,prioritize,prioritize,VERB,VB,ccomp,True,False
245,probability,probability,NOUN,NN,pobj,True,False
246,impact,impact,NOUN,NN,conj,True,False
247,c,c,NOUN,NN,compound,True,False
248,categorize,categorize,VERB,VB,conj,True,False
249,causes,cause,NOUN,NNS,compound,True,False
250,model,model,NOUN,NN,compound,True,False
251,commitment,commitment,NOUN,NN,conj,True,False
252,collecting,collect,VERB,VBG,pcomp,True,False
253,derived,derive,VERB,VBN,acl,True,False
254,interrelationships,interrelationship,NOUN,NNS,pobj,True,False
255,representation,representation,NOUN,NN,compound,True,False
256,calculation,calculation,NOUN,NN,nmod,True,False
257,quantitative,quantitative,NOUN,NN,compound,True,False
258,method,method,NOUN,NN,pobj,True,False
259,analyzing,analyze,VERB,VBG,pcomp,True,False
260,uncertainty,uncertainty,NOUN,NN,compound,True,False
261,gathering,gathering,NOUN,NN,compound,True,False
262,presentation,presentation,NOUN,NN,dobj,True,False
263,response,response,NOUN,NN,compound,True,False
264,responses,response,NOUN,NNS,compound,True,False
265,communicate,communicate,VERB,VB,conj,True,False
266,roles,role,NOUN,NNS,dobj,True,False
267,responsibilities,responsibility,NOUN,NNS,conj,True,False
268,specify,specify,VERB,VBP,advcl,True,False
269,timing,timing,NOUN,NN,dobj,True,False
270,provide,provide,VERB,VBP,ccomp,True,False
271,resources,resource,NOUN,NNS,compound,True,False
272,budget,budget,NOUN,NN,dobj,True,False
273,schedule,schedule,NOUN,NN,conj,True,False
274,interaction,interaction,NOUN,NN,dobj,True,False
275,ensure,ensure,VERB,VBP,advcl,True,False
276,threats,threat,NOUN,NNS,dobj,True,False
277,develop,develop,VERB,VBP,conj,True,False
278,strategies,strategy,NOUN,NNS,dobj,True,False
279,avoid,avoid,VERB,VBP,conj,True,False
280,threat,threat,NOUN,NN,dobj,True,False
281,exploit,exploit,VERB,VB,conj,True,False
282,opportunity,opportunity,NOUN,NN,compound,True,False
283,transfer,transfer,NOUN,NN,dobj,True,False
284,share,share,VERB,VB,conj,True,False
285,mitigate,mitigate,VERB,VB,acl,True,False
286,enhance,enhance,VERB,VB,conj,True,False
287,accept,accept,VERB,VB,conj,True,False
288,applying,apply,VERB,VBG,acl,True,False
289,viitable,viitable,NOUN,NN,pobj,True,False
290,selection,selection,NOUN,NN,compound,True,False
291,action,action,NOUN,NN,compound,True,False
292,assignment,assignment,NOUN,NN,nsubj,True,False
293,add,add,VERB,VB,conj,True,False
294,register,register,NOUN,NN,nsubj,True,False
295,corresponding,correspond,VERB,VBG,amod,True,False
296,predicted,predict,VERB,VBN,conj,True,False
297,exposure,exposure,NOUN,NN,compound,True,False
298,monitor,monitor,NOUN,NN,nsubj,True,False
299,control,control,NOUN,NN,conj,True,False
300,integrate,integrate,VERB,VB,ccomp,True,False
301,monitoring,monitoring,NOUN,NN,dobj,True,False
302,trigger,trigger,NOUN,NN,compound,True,False
303,conditions,condition,NOUN,NNS,dobj,True,False
304,maintain,maintain,VERB,VBP,conj,True,False
305,awareness,awareness,NOUN,NN,compound,True,False
306,managing,manage,VERB,VBG,pcomp,True,False
307,contingency,contingency,NOUN,NN,compound,True,False
308,reserves,reserve,NOUN,NNS,dobj,True,False
309,tracking,track,VERB,VBG,advcl,True,False
310,appendices,appendix,NOUN,NNS,pobj,True,False
311,appendix,appendix,VERB,VBZ,conj,True,False
312,guidelines,guideline,NOUN,NNS,dobj,True,False
313,b,b,NOUN,NN,compound,True,False
314,evolution,evolution,NOUN,NN,conj,True,False
315,pmios,pmio,NOUN,NNS,compound,True,False
316,scope,scope,NOUN,NN,compound,True,False
317,changes,change,NOUN,NNS,pobj,True,False
318,contributors,contributor,NOUN,NNS,pobj,True,False
319,reviewers,reviewer,NOUN,NNS,conj,True,False
320,core,core,NOUN,NN,compound,True,False
321,team,team,NOUN,NN,compound,True,False
322,members,member,NOUN,NNS,pobj,True,False
323,draft,draft,NOUN,NN,compound,True,False
324,member,member,NOUN,NN,compound,True,False
325,advisory,advisory,NOUN,NN,compound,True,False
326,group,group,NOUN,NN,compound,True,False
327,staff,staff,NOUN,NN,compound,True,False
328,contributor,contributor,NOUN,NN,compound,True,False
329,d,d,NOUN,NN,compound,True,False
330,examples,example,NOUN,NNS,dobj,True,False
331,references,reference,NOUN,NNS,conj,True,False
332,figures,figure,NOUN,NNS,pobj,True,False
333,figure,figure,VERB,VBP,parataxis,True,False
334,hierarchy,hierarchy,NOUN,NN,dobj,True,False
335,flow,flow,NOUN,NN,compound,True,False
336,diagram,diagram,NOUN,NN,compound,True,False
337,areas,area,NOUN,NNS,pobj,True,False
338,focus,focus,NOUN,NN,pobj,True,False
339,identification,identification,NOUN,NN,compound,True,False
340,cause,cause,VERB,VB,xcomp,True,False
341,effect,effect,NOUN,NN,conj,True,False
342,building,build,VERB,VBG,acl,True,False
343,credibility,credibility,NOUN,NN,nsubj,True,False
344,comparison,comparison,NOUN,NN,dobj,True,False
345,approaches,approach,NOUN,NNS,conj,True,False
346,structure,structure,NOUN,NN,pobj,True,False
347,steps,step,NOUN,NNS,dobj,True,False
348,involved,involve,VERB,VBN,acl,True,False
349,schematic,schematic,NOUN,NN,compound,True,False
350,guides,guide,NOUN,NNS,attr,True,False
351,tool,tool,NOUN,NN,compound,True,False
352,technique,technique,NOUN,NN,pobj,True,False
353,body,body,NOUN,NN,pobj,True,False
354,knowledge,knowledge,NOUN,NN,pobj,True,False
355,targeted,target,VERB,VBN,acomp,True,False
356,audiences,audience,NOUN,NNS,pobj,True,False
357,participate,participate,VERB,VBP,relcl,True,False
358,projects,project,NOUN,NNS,pobj,True,False
359,includes,include,VERB,VBZ,relcl,True,False
360,managers,manager,NOUN,NNS,compound,True,False
361,personnel,personnel,NOUN,NNS,compound,True,False
362,contract,contract,NOUN,NN,compound,True,False
363,supervisors,supervisor,NOUN,NNS,dobj,True,False
364,describes,describe,VERB,VBZ,conj,True,False
365,activities,activity,NOUN,NNS,compound,True,False
366,inputs,input,NOUN,NNS,dobj,True,False
367,outputs,output,NOUN,NNS,conj,True,False
368,area,area,NOUN,NN,pobj,True,False
369,provides,provide,VERB,VBZ,relcl,True,False
370,signith,signith,NOUN,NN,nsubj,True,False
371,does,do,VERB,VBZ,ccomp,True,True
372,nt,nt,VERB,VB,ccomp,True,False
373,performed,perform,VERB,VBN,advcl,True,False
374,executed,execute,VERB,VBN,conj,True,False
375,clarith,clarith,NOUN,NN,compound,True,False
376,prescribe,prescribe,VERB,VB,conj,True,False
377,implemented,implement,VERB,VBN,xcomp,True,False
378,leaving,leave,VERB,VBG,xcomp,True,False
379,subject,subject,NOUN,NN,dobj,True,False
380,forums,forum,NOUN,NNS,pobj,True,False
381,handbooks,handbook,NOUN,NNS,compound,True,False
382,manuals,manual,NOUN,NNS,pobj,True,False
383,courses,course,NOUN,NNS,conj,True,False
384,following,follow,VERB,VBG,amod,True,False
385,sections,section,NOUN,NNS,compound,True,False
386,practitioners,practitioner,NOUN,NNS,pobj,True,False
387,aspects,aspect,NOUN,NNS,dobj,True,False
388,recognized,recognize,VERB,VBN,relcl,True,False
389,time,time,NOUN,NN,pobj,True,False
390,applied,apply,VERB,VBD,conj,True,False
391,training,training,NOUN,NN,pobj,True,False
392,covers,cover,VERB,VBZ,ccomp,True,False
393,edition,edition,NOUN,NN,pobj,True,False
394,cover,cover,VERB,VB,conj,True,False
395,programs,program,NOUN,NNS,pobj,True,False
396,portfolios,portfolio,NOUN,NNS,conj,True,False
397,basis,basis,NOUN,NN,attr,True,False
398,emphasizing,emphasize,VERB,VBG,acl,True,False
399,relating,relate,VERB,VBG,acl,True,False
400,aligned,align,VERB,VBN,relcl,True,False
401,compares,compare,VERB,VBZ,conj,True,False
402,textbooks,textbook,NOUN,NNS,conj,True,False
403,organized,organize,VERB,VBN,conj,True,False
404,material,material,NOUN,NN,appos,True,False
405,including,include,VERB,VBG,prep,True,False
406,framework,framework,NOUN,NN,compound,True,False
407,context,context,NOUN,NN,appos,True,False
408,underlying,underlie,VERB,VBG,acl,True,False
409,follows,follow,VERB,VBZ,advcl,True,False
410,described,describe,VERB,VBN,relcl,True,False
411,addresses,address,VERB,VBZ,relcl,True,False
412,topics,topic,NOUN,NNS,compound,True,False
413,glossary,glossary,NOUN,NN,dobj,True,False
414,emphasizes,emphasize,VERB,VBZ,conj,True,False
415,stated,state,VERB,VBN,ccomp,True,False
416,reasons,reason,NOUN,NNS,compound,True,False
417,expected,expect,VERB,VBN,advcl,True,False
418,evolving,evolve,VERB,VBG,advcl,True,False
419,stability,stability,NOUN,NN,dobj,True,False
420,organizations,organization,NOUN,NNS,conj,True,False
421,situations,situation,NOUN,NNS,conj,True,False
422,require,require,VERB,VB,ccomp,True,False
423,discipline,discipline,NOUN,NN,attr,True,False
424,contains,contain,VERB,VBZ,relcl,True,False
425,series,series,NOUN,NN,dobj,True,False
426,apply,apply,VERB,VB,acl,True,False
427,tailored,tailor,VERB,VBN,advcl,True,False
428,culture,culture,NOUN,NN,compound,True,False
429,assets,asset,NOUN,NNS,conj,True,False
430,ways,way,NOUN,NNS,attr,True,False
431,conducting,conduct,VERB,VBG,pcomp,True,False
432,comply,comply,VERB,VB,relcl,True,False
433,presented,present,VERB,VBN,advcl,True,False
434,carried,carry,VERB,VBN,acl,True,False
435,ress,ress,NOUN,NN,pobj,True,False
436,ecting,ecte,VERB,VBG,acl,True,False
437,business,business,NOUN,NN,nmod,True,False
438,arrangements,arrangement,NOUN,NNS,dobj,True,False
439,participants,participant,NOUN,NNS,pobj,True,False
440,example,example,NOUN,NN,pobj,True,False
441,ventures,venture,NOUN,NNS,pobj,True,False
442,companies,company,NOUN,NNS,nmod,True,False
443,government,government,NOUN,NN,nmod,True,False
444,environment,environment,NOUN,NN,conj,True,False
445,found,find,VERB,VBD,acl,True,False
446,teams,team,NOUN,NNS,pobj,True,False
447,check,check,NOUN,NN,pobj,True,False
448,establish,establish,VERB,VB,relcl,True,False
449,situation,situation,NOUN,NN,compound,True,False
450,organization,organization,NOUN,NN,conj,True,False
451,compare,compare,VERB,VB,conj,True,False
452,validating,validate,VERB,VBG,advcl,True,False
453,oproject,oproject,NOUN,NN,compound,True,False
454,concerned,concern,VERB,VBN,acl,True,False
455,states,state,VERB,VBZ,ROOT,True,False
456,increase,increase,VERB,VB,xcomp,True,False
457,events,event,NOUN,NNS,pobj,True,False
458,decrease,decrease,VERB,VB,conj,True,False
459,o,o,NOUN,NN,nsubj,True,False
460,event,event,NOUN,NN,attr,True,False
461,condition,condition,NOUN,NN,conj,True,False
462,occurs,occur,VERB,VBZ,advcl,True,False
463,projectos,projecto,NOUN,NNS,compound,True,False
464,include,include,VERB,VBP,conj,True,False
465,cost,cost,NOUN,NN,nmod,True,False
466,aims,aim,VERB,VBZ,ccomp,True,False
467,advance,advance,NOUN,NN,pobj,True,False
468,occurrence,occurrence,NOUN,NN,pobj,True,False
469,oriented,orient,VERB,VBN,amod,True,False
470,orientation,orientation,NOUN,NN,nsubj,True,False
471,requires,require,VERB,VBZ,conj,True,False
472,consideration,consideration,NOUN,NN,dobj,True,False
473,occur,occur,VERB,VB,conj,True,False
474,likelihood,likelihood,NOUN,NN,pobj,True,False
475,addition,addition,NOUN,NN,pobj,True,False
476,dimensions,dimension,NOUN,NNS,pobj,True,False
477,activity,activity,NOUN,NN,attr,True,False
478,included,include,VERB,VBN,conj,True,False
479,plans,plan,NOUN,NNS,pobj,True,False
480,documents,document,NOUN,NNS,conj,True,False
481,way,way,NOUN,NN,pobj,True,False
482,becomes,become,VERB,VBZ,relcl,True,True
483,aspect,aspect,NOUN,NN,pobj,True,False
484,phase,phase,NOUN,NN,pobj,True,False
485,concept,concept,NOUN,NN,pobj,True,False
486,procurement,procurement,NOUN,NN,pobj,True,False
487,execution,execution,NOUN,NN,pobj,True,False
488,close,close,VERB,VB,conj,True,False
489,assume,assume,VERB,VBP,advcl,True,False
490,degree,degree,NOUN,NN,dobj,True,False
491,certainty,certainty,NOUN,NN,pobj,True,False
492,need,need,VERB,VBP,conj,True,False
493,treatment,treatment,NOUN,NN,dobj,True,False
494,estimates,estimate,NOUN,NNS,pobj,True,False
495,assumptions,assumption,NOUN,NNS,conj,True,False
496,builds,build,VERB,VBZ,ccomp,True,False
497,extends,extend,VERB,VBZ,conj,True,False
498,instance,instance,NOUN,NN,compound,True,False
499,scheduling,scheduling,NOUN,NN,pobj,True,False
500,dates,date,NOUN,NNS,dobj,True,False
501,paths,path,NOUN,NNS,conj,True,False
502,based,base,VERB,VBN,acl,True,False
503,durations,duration,NOUN,NNS,pobj,True,False
504,resource,resource,NOUN,NN,compound,True,False
505,availability,availability,NOUN,NN,conj,True,False
506,assumed,assume,VERB,VBD,ccomp,True,False
507,known,know,VERB,VBN,xcomp,True,False
508,explores,explore,VERB,VBZ,conj,True,False
509,estimated,estimate,VERB,VBN,amod,True,False
510,substitute,substitute,NOUN,NN,attr,True,False
511,adds,add,VERB,VBZ,ROOT,True,False
512,perspective,perspective,NOUN,NN,dobj,True,False
513,value,value,NOUN,NN,pobj,True,False
514,taking,take,VERB,VBG,pcomp,True,False
515,account,account,NOUN,NN,pobj,True,False
516,estimate,estimate,VERB,VB,relcl,True,False
517,amount,amount,NOUN,NN,dobj,True,True
518,needed,need,VERB,VBN,relcl,True,False
519,actions,action,NOUN,NNS,dobj,True,False
520,required,require,VERB,VBN,amod,True,False
521,conth,conth,NOUN,NN,compound,True,False
522,dence,dence,NOUN,NN,pobj,True,False
523,meeting,meeting,NOUN,NN,pcomp,True,False
524,paradox,paradox,NOUN,NN,attr,True,False
525,affects,affect,VERB,VBZ,relcl,True,False
526,stages,stage,NOUN,NNS,pobj,True,False
527,maximum,maximum,NOUN,NN,pobj,True,False
528,minimum,minimum,NOUN,NN,pobj,True,False
529,mean,mean,VERB,VB,ccomp,True,False
530,go,go,VERB,VB,ccomp,True,True
531,approaching,approach,VERB,VBG,pcomp,True,False
532,implications,implication,NOUN,NNS,dobj,True,False
533,expectations,expectation,NOUN,NNS,conj,True,False
534,life,life,NOUN,NN,compound,True,False
535,cycle,cycle,NOUN,NN,pobj,True,False
536,continues,continue,VERB,VBZ,ccomp,True,False
537,progresses,progress,VERB,VBZ,advcl,True,False
538,components,component,NOUN,NNS,conj,True,False
539,constraints,constraint,VERB,VBZ,conj,True,False
540,balance,balance,NOUN,NN,nsubj,True,False
541,ss,ss,NOUN,NN,compound,True,False
542,exibility,exibility,NOUN,NN,pobj,True,False
543,reviewed,review,VERB,VBN,xcomp,True,False
544,optimized,optimize,VERB,VBN,conj,True,False
545,set,set,VERB,VBN,advcl,True,False
546,decisions,decision,NOUN,NNS,compound,True,False
547,agreements,agreement,NOUN,NNS,pobj,True,False
548,contracts,contract,NOUN,NNS,conj,True,False
549,place,place,NOUN,NN,pobj,True,False
550,options,option,NOUN,NNS,dobj,True,False
551,capture,capture,VERB,VB,advcl,True,False
552,reduced,reduce,VERB,VBN,ccomp,True,False
553,undergoes,undergo,VERB,VBZ,relcl,True,False
554,emerge,emerge,VERB,VB,relcl,True,False
555,existing,exist,VERB,VBG,amod,True,False
556,plays,play,VERB,VBZ,conj,True,False
557,providing,provide,VERB,VBG,pcomp,True,False
558,completion,completion,NOUN,NN,compound,True,False
559,changing,change,VERB,VBG,pcomp,True,False
560,future,future,NOUN,NN,dobj,True,False
561,closure,closure,NOUN,NN,nmod,True,False
562,lessons,lesson,NOUN,NNS,nsubjpass,True,False
563,order,order,NOUN,NN,pobj,True,False
564,contribute,contribute,VERB,VB,acl,True,False
565,learning,learning,NOUN,NN,pobj,True,False
566,support,support,VERB,VB,conj,True,False
567,improvement,improvement,NOUN,NN,dobj,True,False
568,component,component,NOUN,NN,attr,True,False
569,enhances,enhance,VERB,VBZ,conj,True,False
570,conducted,conduct,VERB,VBN,conj,True,False
571,manner,manner,NOUN,NN,pobj,True,False
572,recognize,recognize,VERB,VB,ccomp,True,False
573,challenges,challenge,NOUN,NNS,dobj,True,False
574,associated,associate,VERB,VBN,acl,True,False
